"","poem_number","poem_title","book_title","stanza_number","line","line_number"
"738",38,"The Human Abstract","Songs of Experience",4,"Feed on the Mystery.",16
"739",38,"The Human Abstract","Songs of Experience",5,"And it bears the fruit of Deceit,",17
"740",38,"The Human Abstract","Songs of Experience",5,"Ruddy and sweet to eat,",18
"741",38,"The Human Abstract","Songs of Experience",5,"And the raven his nest has made",19
"742",38,"The Human Abstract","Songs of Experience",5,"In its thickest shade.",20
"743",38,"The Human Abstract","Songs of Experience",6,"The gods of the earth and sea",21
"744",38,"The Human Abstract","Songs of Experience",6,"Sought through nature to find this tree,",22
"745",38,"The Human Abstract","Songs of Experience",6,"But their search was all in vain:",23
"746",38,"The Human Abstract","Songs of Experience",6,"There grows one in the human Brain.",24
"747",39,"Infant Sorrow","Songs of Experience",1,"My mother groaned, my father wept:",1
"748",39,"Infant Sorrow","Songs of Experience",1,"Into the dangerous world I leapt,",2
"749",39,"Infant Sorrow","Songs of Experience",1,"Helpless, naked, piping loud,",3
"750",39,"Infant Sorrow","Songs of Experience",1,"Like a fiend hid in a cloud.",4
"751",39,"Infant Sorrow","Songs of Experience",2,"Struggling in my father’s hands,",5
"752",39,"Infant Sorrow","Songs of Experience",2,"Striving against my swaddling bands,",6
"753",39,"Infant Sorrow","Songs of Experience",2,"Bound and weary, I thought best",7
"754",39,"Infant Sorrow","Songs of Experience",2,"To sulk upon my mother’s breast.",8
"755",40,"A Poison Tree","Songs of Experience",1,"I was angry with my friend:",1
"756",40,"A Poison Tree","Songs of Experience",1,"I told my wrath, my wrath did end.",2
"757",40,"A Poison Tree","Songs of Experience",1,"I was angry with my foe:",3
"758",40,"A Poison Tree","Songs of Experience",1,"I told it not, my wrath did grow.",4
"759",40,"A Poison Tree","Songs of Experience",2,"And I watered it in fears",5
"760",40,"A Poison Tree","Songs of Experience",2,"Night and morning with my tears,",6
"761",40,"A Poison Tree","Songs of Experience",2,"And I sunnèd it with smiles",7
"762",40,"A Poison Tree","Songs of Experience",2,"And with soft deceitful wiles.",8
"763",40,"A Poison Tree","Songs of Experience",3,"And it grew both day and night,",9
"764",40,"A Poison Tree","Songs of Experience",3,"Till it bore an apple bright,",10
"765",40,"A Poison Tree","Songs of Experience",3,"And my foe beheld it shine,",11
"766",40,"A Poison Tree","Songs of Experience",3,"And he knew that it was mine,—",12
"767",40,"A Poison Tree","Songs of Experience",4,"And into my garden stole",13
"768",40,"A Poison Tree","Songs of Experience",4,"When the night had veiled the pole;",14
"769",40,"A Poison Tree","Songs of Experience",4,"In the morning, glad, I see",15
"770",40,"A Poison Tree","Songs of Experience",4,"My foe outstretched beneath the tree.",16
"771",41,"A Little Boy Lost","Songs of Experience",1,"‘Nought loves another as itself,",1
"772",41,"A Little Boy Lost","Songs of Experience",1,"Nor venerates another so,",2
"773",41,"A Little Boy Lost","Songs of Experience",1,"Nor is it possible to thought",3
"774",41,"A Little Boy Lost","Songs of Experience",1,"A greater than itself to know.",4
"775",41,"A Little Boy Lost","Songs of Experience",2,"‘And, father, how can I love you",5
"776",41,"A Little Boy Lost","Songs of Experience",2,"Or any of my brothers more?",6
"777",41,"A Little Boy Lost","Songs of Experience",2,"I love you like the little bird",7
"778",41,"A Little Boy Lost","Songs of Experience",2,"That picks up crumbs around the door.’",8
"779",41,"A Little Boy Lost","Songs of Experience",3,"The Priest sat by and heard the child;",9
"780",41,"A Little Boy Lost","Songs of Experience",3,"In trembling zeal he seized his hair,",10
"781",41,"A Little Boy Lost","Songs of Experience",3,"He led him by his little coat,",11
"782",41,"A Little Boy Lost","Songs of Experience",3,"And all admired his priestly care.",12
"783",41,"A Little Boy Lost","Songs of Experience",4,"And standing on the altar high,",13
"784",41,"A Little Boy Lost","Songs of Experience",4,"‘Lo, what a fiend is here!’ said he:",14
"785",41,"A Little Boy Lost","Songs of Experience",4,"‘One who sets reason up for judge",15
"786",41,"A Little Boy Lost","Songs of Experience",4,"Of our most holy mystery.’",16
"787",41,"A Little Boy Lost","Songs of Experience",5,"The weeping child could not be heard,",17
"788",41,"A Little Boy Lost","Songs of Experience",5,"The weeping parents wept in vain:",18
"789",41,"A Little Boy Lost","Songs of Experience",5,"They stripped him to his little shirt,",19
"790",41,"A Little Boy Lost","Songs of Experience",5,"And bound him in an iron chain,",20
"791",41,"A Little Boy Lost","Songs of Experience",6,"And burned him in a holy place",21
"792",41,"A Little Boy Lost","Songs of Experience",6,"Where many had been burned before;",22
"793",41,"A Little Boy Lost","Songs of Experience",6,"The weeping parents wept in vain.",23
"794",41,"A Little Boy Lost","Songs of Experience",6,"Are such things done on Albion’s shore?",24
"795",42,"A Little Girl Lost","Songs of Experience",1,"Children of the future age,",1
"796",42,"A Little Girl Lost","Songs of Experience",1,"Reading this indignant page,",2
"797",42,"A Little Girl Lost","Songs of Experience",1,"Know that in a former time",3
"798",42,"A Little Girl Lost","Songs of Experience",1,"Love, sweet love, was thought a crime.",4
"799",42,"A Little Girl Lost","Songs of Experience",2,"In the age of gold,",5
"800",42,"A Little Girl Lost","Songs of Experience",2,"Free from winter’s cold,",6
"801",42,"A Little Girl Lost","Songs of Experience",2,"Youth and maiden bright,",7
"802",42,"A Little Girl Lost","Songs of Experience",2,"To the holy light,",8
"803",42,"A Little Girl Lost","Songs of Experience",2,"Naked in the sunny beams delight.",9
"804",42,"A Little Girl Lost","Songs of Experience",3,"Once a youthful pair,",10
"805",42,"A Little Girl Lost","Songs of Experience",3,"Filled with softest care,",11
"806",42,"A Little Girl Lost","Songs of Experience",3,"Met in garden bright",12
"807",42,"A Little Girl Lost","Songs of Experience",3,"Where the holy light",13
"808",42,"A Little Girl Lost","Songs of Experience",3,"Had just removed the curtains of the night.",14
"809",42,"A Little Girl Lost","Songs of Experience",4,"There, in rising day,",15
"810",42,"A Little Girl Lost","Songs of Experience",4,"On the grass they play;",16
"811",42,"A Little Girl Lost","Songs of Experience",4,"Parents were afar,",17
"812",42,"A Little Girl Lost","Songs of Experience",4,"Strangers came not near,",18
"813",42,"A Little Girl Lost","Songs of Experience",4,"And the maiden soon forgot her fear.",19
"814",42,"A Little Girl Lost","Songs of Experience",5,"Tired with kisses sweet,",20
"815",42,"A Little Girl Lost","Songs of Experience",5,"They agree to meet",21
"816",42,"A Little Girl Lost","Songs of Experience",5,"When the silent sleep",22
"817",42,"A Little Girl Lost","Songs of Experience",5,"Waves o’er heaven’s deep,",23
"818",42,"A Little Girl Lost","Songs of Experience",5,"And the weary tired wanderers weep.",24
"819",42,"A Little Girl Lost","Songs of Experience",6,"To her father white",25
"820",42,"A Little Girl Lost","Songs of Experience",6,"Came the maiden bright;",26
"821",42,"A Little Girl Lost","Songs of Experience",6,"But his loving look,",27
"822",42,"A Little Girl Lost","Songs of Experience",6,"Like the holy book,",28
"823",42,"A Little Girl Lost","Songs of Experience",6,"All her tender limbs with terror shook.",29
"824",42,"A Little Girl Lost","Songs of Experience",7,"Ona, pale and weak,",30
"825",42,"A Little Girl Lost","Songs of Experience",7,"To thy father speak!",31
"826",42,"A Little Girl Lost","Songs of Experience",7,"O the trembling fear!",32
"827",42,"A Little Girl Lost","Songs of Experience",7,"O the dismal care",33
"828",42,"A Little Girl Lost","Songs of Experience",7,"That shakes the blossoms of my hoary hair!’",34
"829",43,"A Divine Image","Songs of Experience",1,"Cruelty has a human heart,",1
"830",43,"A Divine Image","Songs of Experience",1,"And Jealousy a human face;",2
"831",43,"A Divine Image","Songs of Experience",1,"Terror the human form divine,",3
"832",43,"A Divine Image","Songs of Experience",1,"And Secrecy the human dress.",4
"833",43,"A Divine Image","Songs of Experience",2,"The human dress is forgèd iron,",5
"834",43,"A Divine Image","Songs of Experience",2,"The human form a fiery forge,",6
"835",43,"A Divine Image","Songs of Experience",2,"The human face a furnace sealed,",7
"836",43,"A Divine Image","Songs of Experience",2,"The human heart its hungry gorge.",8
"837",44,"A Cradle Song","Songs of Experience",1,"Sleep, sleep, beauty bright,",1
"838",44,"A Cradle Song","Songs of Experience",1,"Dreaming in the joys of night;",2
"839",44,"A Cradle Song","Songs of Experience",1,"Sleep, sleep; in thy sleep",3
"840",44,"A Cradle Song","Songs of Experience",1,"Little sorrows sit and weep.",4
"841",44,"A Cradle Song","Songs of Experience",2,"Sweet babe, in thy face",5
"842",44,"A Cradle Song","Songs of Experience",2,"Soft desires I can trace,",6
"843",44,"A Cradle Song","Songs of Experience",2,"Secret joys and secret smiles,",7
"844",44,"A Cradle Song","Songs of Experience",2,"Little pretty infant wiles.",8
"845",44,"A Cradle Song","Songs of Experience",3,"As thy softest limbs I feel,",9
"846",44,"A Cradle Song","Songs of Experience",3,"Smiles as of the morning steal",10
"847",44,"A Cradle Song","Songs of Experience",3,"O’er thy cheek, and o’er thy breast",11
"848",44,"A Cradle Song","Songs of Experience",3,"Where thy little heart doth rest.",12
"849",44,"A Cradle Song","Songs of Experience",4,"O the cunning wiles that creep",13
"850",44,"A Cradle Song","Songs of Experience",4,"In thy little heart asleep!",14
"851",44,"A Cradle Song","Songs of Experience",4,"When thy little heart doth wake,",15
"852",44,"A Cradle Song","Songs of Experience",4,"Then the dreadful light shall break.",16
"853",45,"To Tirzah","Songs of Experience",1,"Whate’er is born of mortal birth",1
"854",45,"To Tirzah","Songs of Experience",1,"Must be consumèd with the earth,",2
"855",45,"To Tirzah","Songs of Experience",1,"To rise from generation free:",3
"856",45,"To Tirzah","Songs of Experience",1,"Then what have I to do with thee?",4
"857",45,"To Tirzah","Songs of Experience",2,"The sexes sprung from shame and pride,",5
"858",45,"To Tirzah","Songs of Experience",2,"Blowed in the morn, in evening died;",6
"859",45,"To Tirzah","Songs of Experience",2,"But mercy changed death into sleep;",7
"860",45,"To Tirzah","Songs of Experience",2,"The sexes rose to work and weep.",8
"861",45,"To Tirzah","Songs of Experience",3,"Thou, mother of my mortal part,",9
"862",45,"To Tirzah","Songs of Experience",3,"With cruelty didst mould my heart,",10
"863",45,"To Tirzah","Songs of Experience",3,"And with false self-deceiving tears",11
"864",45,"To Tirzah","Songs of Experience",3,"Didst blind my nostrils, eyes, and ears,",12
"865",45,"To Tirzah","Songs of Experience",4,"Didst close my tongue in senseless clay,",13
"866",45,"To Tirzah","Songs of Experience",4,"And me to mortal life betray.",14
"867",45,"To Tirzah","Songs of Experience",4,"The death of Jesus set me free:",15
"868",45,"To Tirzah","Songs of Experience",4,"Then what have I to do with thee?",16
"869",46,"The Schoolboy","Songs of Experience",1,"I love to rise in a summer morn,",1
"870",46,"The Schoolboy","Songs of Experience",1,"When the birds sing on every tree;",2
"871",46,"The Schoolboy","Songs of Experience",1,"The distant huntsman winds his horn,",3
"872",46,"The Schoolboy","Songs of Experience",1,"And the skylark sings with me:",4
"873",46,"The Schoolboy","Songs of Experience",1,"O what sweet company!",5
"874",46,"The Schoolboy","Songs of Experience",2,"But to go to school in a summer morn,—",6
"875",46,"The Schoolboy","Songs of Experience",2,"O it drives all joy away!",7
"876",46,"The Schoolboy","Songs of Experience",2,"Under a cruel eye outworn,",8
"877",46,"The Schoolboy","Songs of Experience",2,"The little ones spend the day",9
"878",46,"The Schoolboy","Songs of Experience",2,"In sighing and dismay.",10
"879",46,"The Schoolboy","Songs of Experience",3,"Ah then at times I drooping sit,",11
"880",46,"The Schoolboy","Songs of Experience",3,"And spend many an anxious hour;",12
"881",46,"The Schoolboy","Songs of Experience",3,"Nor in my book can I take delight,",13
"882",46,"The Schoolboy","Songs of Experience",3,"Nor sit in learning’s bower,",14
"883",46,"The Schoolboy","Songs of Experience",3,"Worn through with the dreary shower.",15
"884",46,"The Schoolboy","Songs of Experience",4,"How can the bird that is born for joy",16
"885",46,"The Schoolboy","Songs of Experience",4,"Sit in a cage and sing?",17
"886",46,"The Schoolboy","Songs of Experience",4,"How can a child, when fears annoy,",18
"887",46,"The Schoolboy","Songs of Experience",4,"But droop his tender wing,",19
"888",46,"The Schoolboy","Songs of Experience",4,"And forget his youthful spring!",20
"889",46,"The Schoolboy","Songs of Experience",5,"O father and mother if buds are nipped,",21
"890",46,"The Schoolboy","Songs of Experience",5,"And blossoms blown away;",22
"891",46,"The Schoolboy","Songs of Experience",5,"And if the tender plants are stripped",23
"892",46,"The Schoolboy","Songs of Experience",5,"Of their joy in the springing day,",24
"893",46,"The Schoolboy","Songs of Experience",5,"By sorrow and care’s dismay,—",25
"894",46,"The Schoolboy","Songs of Experience",6,"How shall the summer arise in joy,",26
"895",46,"The Schoolboy","Songs of Experience",6,"Or the summer fruits appear?",27
"896",46,"The Schoolboy","Songs of Experience",6,"Or how shall we gather what griefs destroy,",28
"897",46,"The Schoolboy","Songs of Experience",6,"Or bless the mellowing year,",29
"898",46,"The Schoolboy","Songs of Experience",6,"When the blasts of winter appear?",30
"899",47,"The Voice of the Ancient Bard","Songs of Experience",1,"Youth of delight! come hither",1
"900",47,"The Voice of the Ancient Bard","Songs of Experience",1,"And see the opening morn,",2
"901",47,"The Voice of the Ancient Bard","Songs of Experience",1,"Image of Truth new-born.",3
"902",47,"The Voice of the Ancient Bard","Songs of Experience",1,"Doubt is fled, and clouds of reason,",4
"903",47,"The Voice of the Ancient Bard","Songs of Experience",1,"Dark disputes and artful teazing.",5
"904",47,"The Voice of the Ancient Bard","Songs of Experience",1,"Folly is an endless maze;",6
"905",47,"The Voice of the Ancient Bard","Songs of Experience",1,"Tangled roots perplex her ways;",7
"906",47,"The Voice of the Ancient Bard","Songs of Experience",1,"How many have fallen there!",8
"907",47,"The Voice of the Ancient Bard","Songs of Experience",1,"They stumble all night over bones of the dead;",9
"908",47,"The Voice of the Ancient Bard","Songs of Experience",1,"And feel—they know not what but care;",10
"909",47,"The Voice of the Ancient Bard","Songs of Experience",1,"And wish to lead others, when they should be led.",11
